Hour,Day_of_Week,Month,Weather_Condition,Precipitation,Special_Event,Temperature_C,Parking_Duration_Min,Parking_Zone_ID,Available_Binary
22,0,4,Sunny,0,1,23.4,480,Zone_A_Downtown,Unavailable
14,5,10,Overcast,0,1,9.2,60,Zone_C_Shopping,Unavailable
15,1,1,Light Rain,1,0,14.0,30,Zone_A_Downtown,Available
10,0,5,Light Rain,1,0,4.3,90,Zone_A_Downtown,Unavailable
23,2,8,Cloudy,0,0,12.7,30,Zone_B_University,Available
5,0,10,Overcast,0,0,10.3,30,Zone_D_Residential,Available
10,0,6,Heavy Rain,1,0,9.9,15,Zone_A_Downtown,Unavailable
2,3,5,Overcast,0,0,7.1,360,Zone_A_Downtown,Available
14,3,2,Heavy Rain,1,0,20.1,15,Zone_E_Airport,Unavailable
0,5,10,Overcast,0,0,16.4,360,Zone_A_Downtown,Available
6,3,12,Sunny,0,0,17.2,480,Zone_C_Shopping,Available
0,0,5,Sunny,0,0,10.0,180,Zone_E_Airport,Available
16,4,10,Heavy Rain,1,0,11.4,240,Zone_A_Downtown,Available
8,3,12,Light Rain,1,1,6.1,180,Zone_C_Shopping,Unavailable
22,3,3,Cloudy,0,0,7.5,15,Zone_D_Residential,Available
12,0,2,Sunny,0,0,8.5,15,Zone_A_Downtown,Unavailable
10,2,3,Sunny,0,0,6.7,15,Zone_D_Residential,Available
19,2,4,Heavy Rain,1,0,8.9,60,Zone_A_Downtown,Available
5,1,2,Sunny,0,0,25.2,240,Zone_E_Airport,Available
0,5,4,Cloudy,0,0,16.4,360,Zone_E_Airport,Available
6,2,4,Heavy Rain,1,0,13.7,15,Zone_C_Shopping,Available
11,3,6,Sunny,0,0,4.2,180,Zone_B_University,Available
21,4,12,Overcast,0,0,3.9,360,Zone_C_Shopping,Available
19,1,5,Cloudy,0,0,0.5,120,Zone_A_Downtown,Unavailable
22,5,7,Sunny,0,0,22.7,30,Zone_D_Residential,Available
18,4,11,Overcast,0,0,13.8,90,Zone_D_Residential,Unavailable
16,4,7,Cloudy,0,0,8.4,90,Zone_A_Downtown,Unavailable
3,3,3,Sunny,0,0,12.7,90,Zone_B_University,Available
2,0,9,Sunny,0,0,16.6,360,Zone_B_University,Available
0,0,7,Overcast,0,0,1.7,180,Zone_B_University,Available
17,0,7,Light Rain,1,0,14.5,480,Zone_A_Downtown,Available
20,2,2,Overcast,0,0,11.2,15,Zone_E_Airport,Unavailable
14,0,12,Sunny,0,0,9.5,15,Zone_E_Airport,Unavailable
7,5,10,Light Rain,1,0,13.4,30,Zone_A_Downtown,Available
0,3,3,Sunny,0,0,20.1,120,Zone_E_Airport,Available
19,2,3,Overcast,0,0,29.9,180,Zone_B_University,Available
13,5,12,Sunny,0,0,17.7,60,Zone_E_Airport,Available
3,0,6,Cloudy,0,0,-3.1,15,Zone_A_Downtown,Available
4,5,4,Cloudy,0,0,14.7,240,Zone_E_Airport,Available
22,4,4,Sunny,0,0,11.5,15,Zone_E_Airport,Available
12,3,1,Sunny,0,0,20.3,240,Zone_E_Airport,Available
23,3,6,Cloudy,0,0,14.5,480,Zone_E_Airport,Available
14,5,8,Heavy Rain,1,0,13.5,15,Zone_A_Downtown,Unavailable
5,1,8,Light Rain,1,0,11.9,360,Zone_C_Shopping,Available
0,3,8,Light Rain,1,1,10.7,480,Zone_E_Airport,Unavailable
22,4,5,Overcast,0,0,12.5,360,Zone_C_Shopping,Available
18,3,10,Sunny,0,0,32.0,15,Zone_A_Downtown,Unavailable
12,1,6,Overcast,0,0,8.7,90,Zone_D_Residential,Available
5,3,5,Overcast,0,0,5.9,90,Zone_C_Shopping,Available
14,6,4,Overcast,0,0,11.8,15,Zone_A_Downtown,Unavailable
15,3,12,Sunny,0,1,-1.9,240,Zone_D_Residential,Unavailable
23,1,4,Sunny,0,0,-0.3,240,Zone_E_Airport,Unavailable
22,6,4,Cloudy,0,0,1.7,480,Zone_A_Downtown,Available
15,6,4,Cloudy,0,0,4.7,360,Zone_B_University,Unavailable
9,3,6,Sunny,0,0,37.0,60,Zone_D_Residential,Available
21,5,6,Light Rain,1,0,4.0,30,Zone_B_University,Available
8,2,5,Cloudy,0,0,11.3,60,Zone_E_Airport,Unavailable
8,6,12,Overcast,0,0,6.4,360,Zone_E_Airport,Unavailable
16,5,11,Sunny,0,0,12.5,180,Zone_C_Shopping,Unavailable
16,3,11,Overcast,0,0,24.1,60,Zone_E_Airport,Unavailable
16,0,9,Sunny,0,0,23.4,30,Zone_C_Shopping,Available
23,0,8,Sunny,0,0,7.1,15,Zone_D_Residential,Unavailable
11,2,10,Cloudy,0,0,8.8,360,Zone_B_University,Available
12,6,6,Sunny,0,0,17.0,60,Zone_D_Residential,Available
11,3,11,Cloudy,0,0,17.5,60,Zone_B_University,Unavailable
13,4,9,Heavy Rain,1,0,11.4,120,Zone_A_Downtown,Available
9,6,5,Sunny,0,1,17.2,120,Zone_D_Residential,Unavailable
22,3,10,Cloudy,0,0,2.8,480,Zone_A_Downtown,Unavailable
18,0,4,Sunny,0,1,3.4,120,Zone_B_University,Unavailable
1,1,6,Cloudy,0,0,8.0,240,Zone_C_Shopping,Available
3,2,4,Overcast,0,0,3.5,240,Zone_D_Residential,Unavailable
18,1,8,Heavy Rain,1,0,17.0,240,Zone_D_Residential,Available
6,4,7,Overcast,0,0,-4.3,120,Zone_C_Shopping,Unavailable
14,3,5,Light Rain,1,1,10.8,60,Zone_C_Shopping,Available
14,4,10,Sunny,0,0,9.6,240,Zone_E_Airport,Unavailable
23,1,6,Sunny,0,0,14.9,360,Zone_E_Airport,Available
5,3,11,Light Rain,1,0,9.9,90,Zone_B_University,Available
2,6,7,Overcast,0,0,16.0,180,Zone_D_Residential,Available
5,5,2,Light Rain,1,0,7.6,120,Zone_C_Shopping,Available
15,5,9,Sunny,0,1,4.7,30,Zone_C_Shopping,Unavailable
1,6,7,Cloudy,0,0,6.5,15,Zone_A_Downtown,Available
6,4,8,Sunny,0,0,10.4,180,Zone_E_Airport,Available
10,5,5,Light Rain,1,0,7.1,180,Zone_A_Downtown,Available
6,5,3,Heavy Rain,1,0,6.2,240,Zone_C_Shopping,Available
3,0,2,Light Rain,1,0,-4.3,120,Zone_D_Residential,Available
23,5,2,Cloudy,0,1,20.9,15,Zone_D_Residential,Unavailable
19,0,3,Cloudy,0,0,13.8,180,Zone_A_Downtown,Available
6,2,1,Cloudy,0,0,7.7,90,Zone_E_Airport,Unavailable
3,0,1,Overcast,0,0,22.4,240,Zone_B_University,Available
11,0,7,Cloudy,0,0,1.5,30,Zone_D_Residential,Available
4,1,10,Cloudy,0,0,6.8,480,Zone_B_University,Available
22,0,12,Cloudy,0,0,14.7,240,Zone_E_Airport,Unavailable
18,0,11,Overcast,0,0,9.3,120,Zone_A_Downtown,Available
4,1,8,Light Rain,1,0,12.0,30,Zone_E_Airport,Unavailable
18,0,6,Light Rain,1,1,6.2,15,Zone_C_Shopping,Unavailable
20,5,7,Sunny,0,0,1.2,120,Zone_E_Airport,Available
2,6,1,Sunny,0,1,5.3,120,Zone_A_Downtown,Unavailable
10,0,1,Cloudy,0,1,15.8,60,Zone_A_Downtown,Unavailable
6,2,9,Cloudy,0,0,14.6,480,Zone_E_Airport,Available
16,0,5,Overcast,0,1,4.2,15,Zone_A_Downtown,Unavailable
8,0,7,Light Rain,1,0,-4.3,120,Zone_C_Shopping,Unavailable
20,2,6,Heavy Rain,1,0,11.6,90,Zone_B_University,Available
8,6,4,Cloudy,0,0,6.7,30,Zone_E_Airport,Unavailable
9,1,1,Cloudy,0,0,10.9,15,Zone_A_Downtown,Available
12,5,4,Cloudy,0,0,16.2,90,Zone_B_University,Available
14,6,10,Light Rain,1,0,26.0,180,Zone_C_Shopping,Unavailable
21,0,10,Overcast,0,1,7.7,360,Zone_E_Airport,Available
4,5,8,Overcast,0,0,8.7,30,Zone_A_Downtown,Available
2,4,12,Overcast,0,1,9.4,30,Zone_B_University,Available
7,5,11,Cloudy,0,1,18.9,180,Zone_C_Shopping,Unavailable
19,1,1,Light Rain,1,0,14.3,90,Zone_D_Residential,Unavailable
9,1,2,Sunny,0,0,11.9,480,Zone_A_Downtown,Unavailable
12,6,8,Cloudy,0,1,15.4,90,Zone_C_Shopping,Unavailable
2,0,2,Light Rain,1,0,-1.1,30,Zone_B_University,Available
21,2,11,Cloudy,0,0,13.2,15,Zone_E_Airport,Unavailable
7,1,12,Light Rain,1,0,22.0,180,Zone_B_University,Available
8,2,10,Light Rain,1,0,12.5,15,Zone_E_Airport,Unavailable
21,6,9,Overcast,0,0,12.8,180,Zone_C_Shopping,Available
20,6,3,Sunny,0,0,12.1,360,Zone_C_Shopping,Available
11,4,3,Light Rain,1,0,24.4,180,Zone_B_University,Available
10,2,6,Sunny,0,0,27.4,90,Zone_B_University,Available
1,6,3,Overcast,0,0,8.9,30,Zone_E_Airport,Available
17,6,9,Light Rain,1,0,11.1,120,Zone_A_Downtown,Unavailable
8,6,11,Cloudy,0,0,5.6,120,Zone_B_University,Available
1,3,8,Sunny,0,0,19.4,360,Zone_A_Downtown,Available
1,6,4,Light Rain,1,1,15.8,60,Zone_A_Downtown,Unavailable
2,6,6,Heavy Rain,1,0,-5.0,30,Zone_A_Downtown,Available
15,2,8,Overcast,0,0,14.4,15,Zone_C_Shopping,Unavailable
18,1,4,Light Rain,1,1,8.0,30,Zone_C_Shopping,Unavailable
3,2,5,Overcast,0,0,12.5,30,Zone_A_Downtown,Unavailable
22,2,7,Overcast,0,1,0.9,15,Zone_A_Downtown,Available
17,3,8,Sunny,0,0,7.3,360,Zone_C_Shopping,Unavailable
19,3,7,Cloudy,0,0,5.1,360,Zone_E_Airport,Available
17,0,8,Overcast,0,0,11.1,90,Zone_D_Residential,Unavailable
9,1,4,Cloudy,0,0,9.0,60,Zone_B_University,Unavailable
10,6,1,Overcast,0,1,13.4,15,Zone_A_Downtown,Unavailable
16,0,6,Light Rain,1,0,3.3,360,Zone_C_Shopping,Unavailable
23,6,5,Cloudy,0,0,3.9,360,Zone_A_Downtown,Unavailable
22,6,11,Light Rain,1,0,12.3,90,Zone_A_Downtown,Available
23,3,4,Sunny,0,0,3.7,120,Zone_A_Downtown,Unavailable
19,6,2,Light Rain,1,0,6.0,90,Zone_A_Downtown,Unavailable
15,6,1,Sunny,0,0,12.8,120,Zone_E_Airport,Available
19,2,9,Cloudy,0,0,24.1,90,Zone_B_University,Unavailable
12,3,12,Cloudy,0,0,4.0,480,Zone_B_University,Available
1,4,2,Overcast,0,0,-2.1,15,Zone_C_Shopping,Unavailable
23,2,9,Heavy Rain,1,0,8.9,60,Zone_E_Airport,Available
1,0,6,Cloudy,0,0,10.4,240,Zone_E_Airport,Available
13,2,6,Sunny,0,0,24.6,180,Zone_B_University,Available
3,4,2,Cloudy,0,0,15.3,360,Zone_C_Shopping,Available
16,3,6,Cloudy,0,0,12.7,180,Zone_E_Airport,Available
12,1,3,Overcast,0,0,14.5,360,Zone_C_Shopping,Unavailable
3,6,7,Heavy Rain,1,0,8.7,15,Zone_B_University,Available
2,5,10,Overcast,0,0,2.4,480,Zone_A_Downtown,Available
11,1,4,Overcast,0,0,22.1,120,Zone_E_Airport,Available
21,1,9,Sunny,0,0,8.4,30,Zone_C_Shopping,Available
22,6,5,Sunny,0,0,20.7,15,Zone_A_Downtown,Available
7,3,12,Cloudy,0,0,9.7,90,Zone_B_University,Available
1,1,10,Light Rain,1,0,19.0,360,Zone_D_Residential,Unavailable
5,4,3,Overcast,0,0,19.7,60,Zone_E_Airport,Available
21,6,1,Cloudy,0,0,7.7,90,Zone_E_Airport,Unavailable
9,3,1,Cloudy,0,1,10.8,30,Zone_C_Shopping,Unavailable
11,1,4,Light Rain,1,0,14.5,30,Zone_B_University,Available
20,6,10,Overcast,0,1,18.8,30,Zone_B_University,Available
9,5,10,Heavy Rain,1,0,1.8,15,Zone_E_Airport,Unavailable
9,0,4,Overcast,0,0,27.0,120,Zone_E_Airport,Available
22,3,9,Sunny,0,0,7.3,120,Zone_C_Shopping,Available
2,3,8,Sunny,0,1,6.4,60,Zone_C_Shopping,Available
19,2,4,Cloudy,0,0,23.3,60,Zone_D_Residential,Available
9,6,6,Sunny,0,0,6.9,360,Zone_A_Downtown,Unavailable
8,1,7,Cloudy,0,1,17.0,240,Zone_C_Shopping,Unavailable
19,0,10,Sunny,0,0,4.5,90,Zone_A_Downtown,Unavailable
18,6,8,Cloudy,0,0,16.4,360,Zone_E_Airport,Unavailable
13,5,4,Cloudy,0,0,6.7,480,Zone_D_Residential,Available
1,4,1,Sunny,0,0,11.0,180,Zone_D_Residential,Available
4,3,5,Overcast,0,0,19.3,240,Zone_D_Residential,Available
19,4,1,Cloudy,0,0,1.4,240,Zone_B_University,Available
7,4,11,Light Rain,1,0,18.4,120,Zone_E_Airport,Unavailable
6,4,11,Sunny,0,0,11.0,90,Zone_B_University,Available
5,2,4,Cloudy,0,0,17.9,30,Zone_B_University,Available
10,6,7,Light Rain,1,0,-1.8,15,Zone_D_Residential,Unavailable
11,4,7,Cloudy,0,0,11.8,360,Zone_B_University,Unavailable
17,1,1,Heavy Rain,1,0,7.3,30,Zone_E_Airport,Available
18,1,9,Sunny,0,0,6.7,360,Zone_E_Airport,Available
9,0,2,Cloudy,0,0,3.0,480,Zone_B_University,Available
20,0,5,Sunny,0,0,11.4,90,Zone_E_Airport,Unavailable
13,5,6,Sunny,0,0,-0.3,15,Zone_A_Downtown,Unavailable
2,4,1,Overcast,0,1,0.3,180,Zone_B_University,Unavailable
17,4,12,Cloudy,0,1,-3.3,360,Zone_D_Residential,Unavailable
23,2,2,Sunny,0,0,-1.1,15,Zone_D_Residential,Available
14,6,7,Cloudy,0,0,5.5,120,Zone_E_Airport,Unavailable
5,4,6,Light Rain,1,0,0.9,15,Zone_E_Airport,Available
9,4,6,Cloudy,0,0,4.6,240,Zone_D_Residential,Unavailable
11,6,6,Sunny,0,0,3.3,180,Zone_A_Downtown,Available
6,4,7,Sunny,0,0,6.0,90,Zone_D_Residential,Available
16,3,10,Cloudy,0,0,9.7,360,Zone_B_University,Unavailable
0,3,12,Overcast,0,0,7.2,360,Zone_D_Residential,Available
17,2,12,Light Rain,1,0,15.8,30,Zone_C_Shopping,Unavailable
14,2,9,Heavy Rain,1,0,3.9,120,Zone_A_Downtown,Unavailable
18,1,9,Heavy Rain,1,0,18.1,15,Zone_A_Downtown,Unavailable
0,2,2,Overcast,0,0,-4.1,60,Zone_D_Residential,Available
4,5,2,Sunny,0,0,12.9,60,Zone_C_Shopping,Unavailable
14,1,5,Sunny,0,0,0.5,60,Zone_B_University,Available
2,6,10,Cloudy,0,0,-0.1,60,Zone_D_Residential,Available
0,4,7,Light Rain,1,1,13.3,30,Zone_B_University,Available
7,2,12,Sunny,0,0,10.4,240,Zone_C_Shopping,Available
11,5,12,Cloudy,0,0,23.7,240,Zone_D_Residential,Available
21,2,3,Overcast,0,1,5.5,90,Zone_D_Residential,Available
18,2,3,Sunny,0,0,5.4,360,Zone_B_University,Available
11,1,4,Cloudy,0,0,1.4,360,Zone_D_Residential,Unavailable
12,6,3,Cloudy,0,0,10.5,90,Zone_C_Shopping,Unavailable
0,6,3,Sunny,0,0,19.7,180,Zone_D_Residential,Available
18,1,8,Cloudy,0,0,1.1,180,Zone_E_Airport,Unavailable
5,0,7,Sunny,0,0,3.4,120,Zone_C_Shopping,Unavailable
7,1,7,Sunny,0,0,10.5,90,Zone_A_Downtown,Available
3,1,10,Sunny,0,0,19.4,480,Zone_B_University,Available
4,3,2,Cloudy,0,0,9.0,180,Zone_C_Shopping,Unavailable
21,2,11,Overcast,0,0,17.6,240,Zone_A_Downtown,Unavailable
6,1,9,Cloudy,0,0,12.0,120,Zone_A_Downtown,Available
22,2,6,Cloudy,0,1,15.4,30,Zone_C_Shopping,Available
3,2,3,Cloudy,0,0,9.8,180,Zone_A_Downtown,Available
19,3,9,Overcast,0,0,2.5,60,Zone_A_Downtown,Available
3,2,9,Sunny,0,0,17.7,180,Zone_E_Airport,Available
14,5,6,Sunny,0,0,14.7,60,Zone_D_Residential,Available
20,1,10,Heavy Rain,1,0,13.3,360,Zone_E_Airport,Unavailable
4,2,6,Cloudy,0,0,3.6,240,Zone_D_Residential,Available
23,0,8,Light Rain,1,0,-4.1,15,Zone_A_Downtown,Available
8,0,8,Heavy Rain,1,0,15.1,90,Zone_D_Residential,Available
1,3,6,Overcast,0,0,-1.3,30,Zone_E_Airport,Available
6,5,7,Sunny,0,1,5.8,180,Zone_B_University,Unavailable
16,6,4,Overcast,0,0,14.5,120,Zone_B_University,Available
15,6,1,Cloudy,0,0,-3.1,30,Zone_D_Residential,Unavailable
16,1,4,Heavy Rain,1,0,11.8,15,Zone_B_University,Unavailable
19,3,8,Light Rain,1,0,6.3,240,Zone_C_Shopping,Available
22,0,12,Light Rain,1,1,8.8,480,Zone_B_University,Available
1,5,8,Overcast,0,0,-3.9,480,Zone_D_Residential,Available
10,1,2,Sunny,0,0,9.2,60,Zone_A_Downtown,Available
1,2,7,Light Rain,1,1,19.8,180,Zone_E_Airport,Available
0,1,1,Sunny,0,0,9.4,15,Zone_B_University,Available
1,4,2,Sunny,0,1,26.7,15,Zone_D_Residential,Unavailable
22,1,8,Light Rain,1,0,1.6,180,Zone_E_Airport,Available
8,2,11,Sunny,0,1,28.3,180,Zone_C_Shopping,Unavailable
21,4,10,Light Rain,1,0,18.2,120,Zone_A_Downtown,Unavailable
1,6,4,Sunny,0,1,24.7,180,Zone_E_Airport,Available
14,5,3,Light Rain,1,0,25.6,120,Zone_E_Airport,Unavailable
9,3,2,Cloudy,0,0,15.7,180,Zone_D_Residential,Available
14,5,11,Overcast,0,0,0.1,480,Zone_C_Shopping,Unavailable
9,1,6,Light Rain,1,1,13.4,240,Zone_B_University,Unavailable
22,6,4,Heavy Rain,1,0,-4.0,60,Zone_C_Shopping,Available
16,3,3,Sunny,0,0,20.0,480,Zone_A_Downtown,Unavailable
8,1,3,Overcast,0,0,28.4,180,Zone_B_University,Available
17,0,10,Heavy Rain,1,1,15.3,120,Zone_C_Shopping,Unavailable
3,0,3,Cloudy,0,0,7.2,90,Zone_A_Downtown,Available
8,2,12,Cloudy,0,1,19.4,15,Zone_E_Airport,Unavailable
15,6,8,Overcast,0,0,18.6,240,Zone_E_Airport,Unavailable
3,6,9,Cloudy,0,1,14.2,120,Zone_E_Airport,Unavailable
15,5,9,Sunny,0,0,15.7,15,Zone_E_Airport,Available
18,0,5,Sunny,0,0,5.2,90,Zone_B_University,Unavailable
0,4,1,Sunny,0,0,14.0,15,Zone_E_Airport,Available
22,4,10,Overcast,0,0,16.9,90,Zone_B_University,Available
5,6,5,Heavy Rain,1,0,9.9,240,Zone_B_University,Available
9,6,1,Light Rain,1,0,8.0,480,Zone_C_Shopping,Unavailable
15,1,9,Cloudy,0,0,11.8,30,Zone_E_Airport,Unavailable
3,6,10,Cloudy,0,0,13.3,90,Zone_D_Residential,Available
21,3,8,Overcast,0,0,12.3,15,Zone_E_Airport,Available
21,4,7,Overcast,0,1,14.1,180,Zone_D_Residential,Unavailable
12,1,2,Heavy Rain,1,0,11.7,360,Zone_E_Airport,Unavailable
15,3,2,Light Rain,1,0,15.0,60,Zone_B_University,Available
19,6,4,Sunny,0,0,17.2,120,Zone_E_Airport,Available
5,6,9,Light Rain,1,0,10.6,15,Zone_E_Airport,Available
10,0,9,Sunny,0,1,10.9,120,Zone_E_Airport,Unavailable
23,1,8,Overcast,0,1,9.2,15,Zone_E_Airport,Unavailable
2,3,11,Sunny,0,1,5.2,120,Zone_C_Shopping,Unavailable
19,2,5,Light Rain,1,0,11.1,480,Zone_C_Shopping,Available
9,6,7,Sunny,0,0,-6.6,240,Zone_B_University,Available
0,5,12,Cloudy,0,0,14.6,240,Zone_B_University,Available
19,5,9,Sunny,0,1,26.6,480,Zone_D_Residential,Available
10,6,3,Heavy Rain,1,0,7.0,120,Zone_B_University,Available
11,2,4,Sunny,0,0,21.9,360,Zone_C_Shopping,Unavailable
13,4,2,Sunny,0,0,12.7,240,Zone_B_University,Available
7,5,9,Cloudy,0,0,2.7,180,Zone_D_Residential,Unavailable
10,3,7,Overcast,0,0,3.0,180,Zone_D_Residential,Available
3,6,6,Overcast,0,0,14.5,240,Zone_C_Shopping,Available
6,6,5,Sunny,0,0,7.0,60,Zone_B_University,Available
9,6,12,Cloudy,0,0,26.3,120,Zone_D_Residential,Available
18,2,7,Sunny,0,0,9.8,30,Zone_B_University,Unavailable
3,4,3,Sunny,0,1,0.7,120,Zone_B_University,Unavailable
1,1,5,Light Rain,1,0,9.4,360,Zone_C_Shopping,Available
20,6,2,Heavy Rain,1,0,-2.1,240,Zone_C_Shopping,Available
17,1,5,Overcast,0,0,-5.8,60,Zone_B_University,Unavailable
13,3,7,Sunny,0,0,11.2,240,Zone_E_Airport,Available
15,3,11,Sunny,0,0,10.6,30,Zone_E_Airport,Unavailable
21,3,10,Sunny,0,0,15.9,90,Zone_A_Downtown,Available
10,5,11,Sunny,0,0,9.6,30,Zone_A_Downtown,Unavailable
9,3,7,Overcast,0,1,28.5,240,Zone_A_Downtown,Unavailable
16,6,9,Overcast,0,0,13.2,120,Zone_C_Shopping,Unavailable
13,2,3,Sunny,0,0,21.7,480,Zone_B_University,Unavailable
21,2,8,Cloudy,0,0,13.8,240,Zone_D_Residential,Available
3,4,5,Overcast,0,1,17.2,30,Zone_B_University,Available
18,2,7,Sunny,0,0,17.9,90,Zone_B_University,Available
1,5,1,Heavy Rain,1,0,18.7,60,Zone_A_Downtown,Available
6,1,1,Cloudy,0,0,9.3,30,Zone_B_University,Unavailable
8,4,4,Cloudy,0,1,21.5,30,Zone_A_Downtown,Unavailable
18,2,5,Sunny,0,0,1.0,360,Zone_B_University,Unavailable
15,3,10,Cloudy,0,0,27.0,180,Zone_D_Residential,Available
21,2,3,Cloudy,0,0,4.3,60,Zone_E_Airport,Unavailable
15,0,6,Heavy Rain,1,1,6.4,360,Zone_E_Airport,Available
17,4,3,Cloudy,0,0,0.6,60,Zone_C_Shopping,Unavailable
22,6,5,Heavy Rain,1,0,10.6,120,Zone_D_Residential,Available
20,6,11,Overcast,0,0,14.8,15,Zone_B_University,Available
20,5,1,Sunny,0,1,17.7,15,Zone_D_Residential,Unavailable
10,2,3,Heavy Rain,1,0,13.6,30,Zone_B_University,Available
6,2,7,Sunny,0,0,27.4,240,Zone_D_Residential,Available
8,5,3,Cloudy,0,1,10.5,15,Zone_D_Residential,Unavailable
3,1,5,Heavy Rain,1,0,14.3,240,Zone_E_Airport,Available
12,3,7,Light Rain,1,0,25.0,480,Zone_D_Residential,Available
3,3,2,Cloudy,0,0,21.6,120,Zone_C_Shopping,Available
18,1,3,Sunny,0,0,8.2,180,Zone_B_University,Unavailable
1,1,4,Cloudy,0,0,4.0,240,Zone_A_Downtown,Available
8,0,5,Cloudy,0,0,13.1,360,Zone_D_Residential,Unavailable
11,5,12,Heavy Rain,1,0,8.9,30,Zone_A_Downtown,Unavailable
1,4,9,Light Rain,1,0,17.6,30,Zone_E_Airport,Available
5,3,9,Light Rain,1,0,0.1,480,Zone_A_Downtown,Available
4,1,4,Heavy Rain,1,0,11.7,180,Zone_C_Shopping,Available
4,1,9,Cloudy,0,0,3.3,240,Zone_C_Shopping,Available
19,5,4,Overcast,0,0,11.8,120,Zone_E_Airport,Available
21,6,2,Cloudy,0,0,19.3,15,Zone_C_Shopping,Available
4,4,10,Sunny,0,0,33.2,360,Zone_B_University,Available
3,1,1,Cloudy,0,0,13.9,15,Zone_C_Shopping,Available
8,6,7,Overcast,0,0,22.4,15,Zone_D_Residential,Unavailable
21,0,4,Sunny,0,0,4.9,30,Zone_C_Shopping,Available
9,4,12,Light Rain,1,0,-7.2,120,Zone_B_University,Unavailable
15,6,8,Sunny,0,0,20.9,90,Zone_E_Airport,Available
9,0,8,Cloudy,0,0,14.8,90,Zone_C_Shopping,Unavailable
9,2,12,Overcast,0,0,10.1,15,Zone_B_University,Available
18,3,8,Sunny,0,0,6.8,15,Zone_D_Residential,Available
9,1,6,Light Rain,1,0,15.2,30,Zone_A_Downtown,Available
5,6,9,Cloudy,0,0,-4.5,30,Zone_A_Downtown,Available
16,4,4,Overcast,0,0,2.4,15,Zone_E_Airport,Available
4,0,5,Sunny,0,0,7.0,360,Zone_E_Airport,Available
5,3,4,Overcast,0,0,15.3,60,Zone_A_Downtown,Available
23,3,5,Overcast,0,0,15.7,360,Zone_A_Downtown,Unavailable
14,1,2,Sunny,0,0,17.4,120,Zone_E_Airport,Unavailable
18,6,5,Overcast,0,0,11.0,60,Zone_A_Downtown,Unavailable
17,3,10,Overcast,0,0,17.8,180,Zone_C_Shopping,Unavailable
3,1,8,Cloudy,0,0,1.7,30,Zone_B_University,Available
7,6,9,Overcast,0,0,8.1,15,Zone_E_Airport,Unavailable
15,6,7,Light Rain,1,0,4.2,480,Zone_B_University,Available
23,2,7,Overcast,0,0,15.9,60,Zone_D_Residential,Available
18,1,6,Heavy Rain,1,0,7.8,240,Zone_D_Residential,Available
19,5,2,Overcast,0,1,16.6,480,Zone_C_Shopping,Unavailable
2,0,10,Sunny,0,0,15.1,90,Zone_D_Residential,Available
9,5,12,Sunny,0,0,11.0,480,Zone_E_Airport,Available
1,6,11,Sunny,0,0,5.8,90,Zone_C_Shopping,Available
3,6,10,Cloudy,0,0,14.2,30,Zone_C_Shopping,Unavailable
5,3,9,Cloudy,0,0,11.0,180,Zone_E_Airport,Available
10,3,5,Sunny,0,0,18.5,480,Zone_A_Downtown,Available
13,3,6,Cloudy,0,0,-2.2,60,Zone_B_University,Available
15,6,1,Cloudy,0,1,12.5,30,Zone_E_Airport,Unavailable
20,1,5,Overcast,0,0,8.5,120,Zone_A_Downtown,Available
18,4,6,Cloudy,0,0,6.9,240,Zone_A_Downtown,Unavailable
1,1,10,Cloudy,0,0,23.8,180,Zone_D_Residential,Available
16,0,11,Cloudy,0,0,7.6,90,Zone_C_Shopping,Available
8,1,2,Heavy Rain,1,0,-5.6,480,Zone_C_Shopping,Unavailable
16,3,7,Overcast,0,0,16.3,15,Zone_D_Residential,Unavailable
14,2,4,Overcast,0,0,20.4,15,Zone_D_Residential,Available
6,0,5,Cloudy,0,0,15.7,240,Zone_C_Shopping,Unavailable
21,5,3,Cloudy,0,0,-3.8,120,Zone_E_Airport,Unavailable
22,2,5,Heavy Rain,1,0,11.7,90,Zone_E_Airport,Available
18,0,12,Overcast,0,0,4.7,120,Zone_E_Airport,Unavailable
2,0,4,Overcast,0,0,24.1,60,Zone_E_Airport,Available
0,6,12,Cloudy,0,0,8.7,15,Zone_D_Residential,Available
3,3,10,Sunny,0,0,14.6,480,Zone_B_University,Available
17,6,6,Sunny,0,0,14.1,120,Zone_B_University,Available
7,5,2,Cloudy,0,0,18.9,180,Zone_C_Shopping,Available
18,1,3,Light Rain,1,0,23.8,360,Zone_B_University,Available
22,6,12,Light Rain,1,0,11.2,180,Zone_E_Airport,Unavailable
22,5,10,Overcast,0,0,2.6,60,Zone_D_Residential,Available
5,3,1,Cloudy,0,0,25.0,360,Zone_E_Airport,Available
0,3,7,Sunny,0,0,8.2,30,Zone_A_Downtown,Available
7,6,9,Cloudy,0,0,17.1,240,Zone_D_Residential,Unavailable
0,3,2,Overcast,0,0,8.9,180,Zone_A_Downtown,Available
18,2,7,Overcast,0,0,11.3,30,Zone_A_Downtown,Unavailable
10,5,3,Cloudy,0,0,-0.1,90,Zone_C_Shopping,Available
20,5,5,Cloudy,0,0,10.7,60,Zone_A_Downtown,Unavailable
23,0,6,Light Rain,1,1,15.7,15,Zone_B_University,Unavailable
14,4,8,Light Rain,1,0,4.9,60,Zone_B_University,Unavailable
22,1,4,Overcast,0,0,21.9,240,Zone_A_Downtown,Available
